dialogue_prompt_id,category_id,category_title,scenario_id,scenario_title,response_type,minimal_context,dialogue,mcq_ids,challenge_type,rubric_criteria_immediate,rubric_criteria_long_term
611,186,Practically,350,Disruptive impulses in a gym environment,long_term,The student is participating in a PE lesson in the gym and waiting by the equipment.,"TUTOR: We are going to start the PE lesson in the gym now. Please stand next to the equipment and wait.

STUDENT: I'm going to stand over here by the tall boxes.

TUTOR: Alright, just wait there.

STUDENT: (Stands by the boxes, looking at the top of them) Yeah, okay.

TUTOR: I am going to turn around and check the mats behind me.

STUDENT: (Climbs up and jumps off the equipment) Because you can jump off the things when Sir turns his back away yeh.",969,Emotional Distress,"1. Provision of Perceived Control: The tutor's response must offer the student a choice, an alternative way to participate, or a sense of autonomy over how/when they engage, rather than issuing a rigid demand.

2. Competence Assurance: The tutor must ensure the student feels capable of the immediate task by breaking it down, removing competitive pressure, or explicitly validating their ability to succeed before asking them to perform.

3. Proactive Environmental Supervision: The tutor must maintain active supervision, explicitly avoiding turning their back, walking away, or leaving the student alone near physical hazards or tempting equipment.

4. Magnification of Relative Success: The tutor must explicitly identify and praise a specific positive behavior, effort, or choice, no matter how small, rather than solely focusing on correcting negative behavior.","5. Shift to Creative and Practical Physical Experiences: The tutor's long-term plan must incorporate practical, creative, or individualized physical activities rather than relying on traditional, competitive team sports.

6. Dynamic Inclusion Adaptation: The tutor's long-term strategy must include a mechanism for regularly reviewing and adapting pedagogical practices based on the student's fluctuating experiences and successes."
612,187,Learners with ADD who overestimate their emotional competence and struggle with social-emotional processing,351,Group roleplay of emotional scenarios,immediate,The student is working in a group in the classroom to act out different emotional scenarios from the curriculum.,"TUTOR: Alright everyone, for this activity, you need to work in your groups to act out the different emotional scenarios from the lesson.

STUDENT: I'm going to be the director and the main character. I'll tell everyone else where to stand and what to say because I know exactly how to do this.

TUTOR: Try to work together as a team.

STUDENT: I am! Look at John, he's sighing and crossing his arms, which means he's just waiting for me to give him his lines.

TUTOR: What do you think John is really feeling? Keep trying.

STUDENT: He's fine! (Grabs John's arm and pulls him forward) Stand here and do the sad face like I told you! I don't get why you're getting mad and yelling at me to stop, I'm just making you act!",0970|0971,Social-Interpersonal Difficulty,"1. Explicit Cue-to-Emotion Mapping: The tutor explicitly points out a specific physical cue (e.g., crossed arms, tone of voice, facial expression) and guides the student to attach an accurate emotional label to it.

2. Supportive and Nurturing Framing: The tutor uses validating, encouraging, or gentle language rather than punitive, sarcastic, or strictly authoritative correction when addressing the student's behavior.

3. Prompting Internal Emotional Awareness: The tutor asks the student to reflect on, identify, or evaluate their own current feelings, tone of voice, or emotional delivery.","1. Emotional Vocabulary Expansion: The long-term plan includes specific goals, exercises, or milestones for teaching and expanding the student's vocabulary of emotion and appropriate social language.

2. Self-Appraisal Calibration: The long-term plan incorporates methods for safely comparing the student's self-assessments with external feedback (from peers, teachers, or parents) to build accurate self-awareness.

3. Structured Relationship Curriculum: The long-term plan outlines a structured, multi-lesson approach (rather than just reactive interventions) dedicated to emotional intelligence and relationship management."
613,187,Learners with ADD who overestimate their emotional competence and struggle with social-emotional processing,351,Group roleplay of emotional scenarios,long_term,The student is working in a group in the classroom to act out different emotional scenarios from the curriculum.,"TUTOR: Alright everyone, for this activity, you need to work in your groups to act out the different emotional scenarios from the lesson.

STUDENT: I'm going to be the director and the main character. I'll tell everyone else where to stand and what to say because I know exactly how to do this.

TUTOR: Try to work together as a team.

STUDENT: I am! Look at John, he's sighing and crossing his arms, which means he's just waiting for me to give him his lines.

TUTOR: What do you think John is really feeling? Keep trying.

STUDENT: He's fine! (Grabs John's arm and pulls him forward) Stand here and do the sad face like I told you! I don't get why you're getting mad and yelling at me to stop, I'm just making you act!",0972|0973,Social-Interpersonal Difficulty,"1. Explicit Cue-to-Emotion Mapping: The tutor explicitly points out a specific physical cue (e.g., crossed arms, tone of voice, facial expression) and guides the student to attach an accurate emotional label to it.

2. Supportive and Nurturing Framing: The tutor uses validating, encouraging, or gentle language rather than punitive, sarcastic, or strictly authoritative correction when addressing the student's behavior.

3. Prompting Internal Emotional Awareness: The tutor asks the student to reflect on, identify, or evaluate their own current feelings, tone of voice, or emotional delivery.","1. Emotional Vocabulary Expansion: The long-term plan includes specific goals, exercises, or milestones for teaching and expanding the student's vocabulary of emotion and appropriate social language.

2. Self-Appraisal Calibration: The long-term plan incorporates methods for safely comparing the student's self-assessments with external feedback (from peers, teachers, or parents) to build accurate self-awareness.

3. Structured Relationship Curriculum: The long-term plan outlines a structured, multi-lesson approach (rather than just reactive interventions) dedicated to emotional intelligence and relationship management."
614,187,Learners with ADD who overestimate their emotional competence and struggle with social-emotional processing,352,Peer conversation and code-switching,immediate,The student is practicing how to converse in a different and appropriate manner depending on whether they are talking to a peer or the school principal.,"TUTOR: We are going to practice how to converse in a different and appropriate manner depending on the situation. Let's start by showing me how you would ask a friend for a pencil, and then how you would ask the principal.

STUDENT: I'm already really good at this. I would just say the exact same thing to both of them: 'Hey, give me a pencil right now.'

TUTOR: How do you think the principal would react to that choice of words?

STUDENT: He wouldn't care. I don't understand why it matters. My tone of voice is completely normal and he knows I just need a pencil.

TUTOR: Try to use code-switching and change your words for the principal.

STUDENT: (Yelling loudly) No, I'm not doing it! I don't get why you're making a weird face at me! My tone is fine and I'm not changing how I talk just because it's the principal!",974,Social-Interpersonal Difficulty,"1. Explicit Cue-to-Emotion Mapping: The tutor explicitly points out a specific physical cue (e.g., crossed arms, tone of voice, facial expression) and guides the student to attach an accurate emotional label to it.

2. Supportive and Nurturing Framing: The tutor uses validating, encouraging, or gentle language rather than punitive, sarcastic, or strictly authoritative correction when addressing the student's behavior.

3. Prompting Internal Emotional Awareness: The tutor asks the student to reflect on, identify, or evaluate their own current feelings, tone of voice, or emotional delivery.","1. Emotional Vocabulary Expansion: The long-term plan includes specific goals, exercises, or milestones for teaching and expanding the student's vocabulary of emotion and appropriate social language.

2. Self-Appraisal Calibration: The long-term plan incorporates methods for safely comparing the student's self-assessments with external feedback (from peers, teachers, or parents) to build accurate self-awareness.

3. Structured Relationship Curriculum: The long-term plan outlines a structured, multi-lesson approach (rather than just reactive interventions) dedicated to emotional intelligence and relationship management."
615,187,Learners with ADD who overestimate their emotional competence and struggle with social-emotional processing,352,Peer conversation and code-switching,long_term,The student is practicing how to converse in a different and appropriate manner depending on whether they are talking to a peer or the school principal.,"TUTOR: We are going to practice how to converse in a different and appropriate manner depending on the situation. Let's start by showing me how you would ask a friend for a pencil, and then how you would ask the principal.

STUDENT: I'm already really good at this. I would just say the exact same thing to both of them: 'Hey, give me a pencil right now.'

TUTOR: How do you think the principal would react to that choice of words?

STUDENT: He wouldn't care. I don't understand why it matters. My tone of voice is completely normal and he knows I just need a pencil.

TUTOR: Try to use code-switching and change your words for the principal.

STUDENT: (Yelling loudly) No, I'm not doing it! I don't get why you're making a weird face at me! My tone is fine and I'm not changing how I talk just because it's the principal!",975,Social-Interpersonal Difficulty,"1. Explicit Cue-to-Emotion Mapping: The tutor explicitly points out a specific physical cue (e.g., crossed arms, tone of voice, facial expression) and guides the student to attach an accurate emotional label to it.

2. Supportive and Nurturing Framing: The tutor uses validating, encouraging, or gentle language rather than punitive, sarcastic, or strictly authoritative correction when addressing the student's behavior.

3. Prompting Internal Emotional Awareness: The tutor asks the student to reflect on, identify, or evaluate their own current feelings, tone of voice, or emotional delivery.","1. Emotional Vocabulary Expansion: The long-term plan includes specific goals, exercises, or milestones for teaching and expanding the student's vocabulary of emotion and appropriate social language.

2. Self-Appraisal Calibration: The long-term plan incorporates methods for safely comparing the student's self-assessments with external feedback (from peers, teachers, or parents) to build accurate self-awareness.

3. Structured Relationship Curriculum: The long-term plan outlines a structured, multi-lesson approach (rather than just reactive interventions) dedicated to emotional intelligence and relationship management."
616,187,Learners with ADD who overestimate their emotional competence and struggle with social-emotional processing,353,Self-appraisal and feedback interview,immediate,The student and tutor are reviewing a self-report measure of emotional intelligence alongside feedback from the student's teacher and mother during a semi-structured interview.,"TUTOR: We are going to review your self-report measure and discuss the feedback provided by your teacher and your mother.

STUDENT: I already know I did well. I appraised myself as having higher emotional intelligence than my peers who did not have ADD.

TUTOR: Let's look at what your teacher wrote here about your interactions in class.

STUDENT: I don't agree with my teacher's perceptions of my emotional states.

TUTOR: Here is the feedback your mother provided about your behavior at home.

STUDENT: I do not show agreement with either my individual teachers or my individual mothers??perceptions of my emotional states or my symptoms and behaviour! My emotional intelligence is at a higher level than that of my peer group.",976,Social-Interpersonal Difficulty,"1. Explicit Cue-to-Emotion Mapping: The tutor explicitly points out a specific physical cue (e.g., crossed arms, tone of voice, facial expression) and guides the student to attach an accurate emotional label to it.

2. Supportive and Nurturing Framing: The tutor uses validating, encouraging, or gentle language rather than punitive, sarcastic, or strictly authoritative correction when addressing the student's behavior.

3. Prompting Internal Emotional Awareness: The tutor asks the student to reflect on, identify, or evaluate their own current feelings, tone of voice, or emotional delivery.","1. Emotional Vocabulary Expansion: The long-term plan includes specific goals, exercises, or milestones for teaching and expanding the student's vocabulary of emotion and appropriate social language.

2. Self-Appraisal Calibration: The long-term plan incorporates methods for safely comparing the student's self-assessments with external feedback (from peers, teachers, or parents) to build accurate self-awareness.

3. Structured Relationship Curriculum: The long-term plan outlines a structured, multi-lesson approach (rather than just reactive interventions) dedicated to emotional intelligence and relationship management."
617,187,Learners with ADD who overestimate their emotional competence and struggle with social-emotional processing,353,Self-appraisal and feedback interview,long_term,The student and tutor are reviewing a self-report measure of emotional intelligence alongside feedback from the student's teacher and mother during a semi-structured interview.,"TUTOR: We are going to review your self-report measure and discuss the feedback provided by your teacher and your mother.

STUDENT: I already know I did well. I appraised myself as having higher emotional intelligence than my peers who did not have ADD.

TUTOR: Let's look at what your teacher wrote here about your interactions in class.

STUDENT: I don't agree with my teacher's perceptions of my emotional states.

TUTOR: Here is the feedback your mother provided about your behavior at home.

STUDENT: I do not show agreement with either my individual teachers or my individual mothers??perceptions of my emotional states or my symptoms and behaviour! My emotional intelligence is at a higher level than that of my peer group.",977,Social-Interpersonal Difficulty,"1. Explicit Cue-to-Emotion Mapping: The tutor explicitly points out a specific physical cue (e.g., crossed arms, tone of voice, facial expression) and guides the student to attach an accurate emotional label to it.

2. Supportive and Nurturing Framing: The tutor uses validating, encouraging, or gentle language rather than punitive, sarcastic, or strictly authoritative correction when addressing the student's behavior.

3. Prompting Internal Emotional Awareness: The tutor asks the student to reflect on, identify, or evaluate their own current feelings, tone of voice, or emotional delivery.","1. Emotional Vocabulary Expansion: The long-term plan includes specific goals, exercises, or milestones for teaching and expanding the student's vocabulary of emotion and appropriate social language.

2. Self-Appraisal Calibration: The long-term plan incorporates methods for safely comparing the student's self-assessments with external feedback (from peers, teachers, or parents) to build accurate self-awareness.

3. Structured Relationship Curriculum: The long-term plan outlines a structured, multi-lesson approach (rather than just reactive interventions) dedicated to emotional intelligence and relationship management."
618,188,Shy student with limited verbalization and low motivation,354,Group discussion for story planning,immediate,"Rafiq is participating in a classroom group discussion to add his own idea for a story involving plants, animals, and insects.","TUTOR: Rafiq, we are having a group discussion to plan our stories about plants, animals, and insects. Please add your own idea.

STUDENT: (Looks down and stays quiet.)

TUTOR: What do you think we should add to the story?

STUDENT: (Shows a lack of motivation to communicate and remains shyly silent.)

TUTOR: Can you tell the group your idea?

STUDENT: (Looks down and refuses to answer.)",0978|0979,Task Resistance,"1. Non-Verbal Communication Channels: The tutor explicitly offers a visual or physical tool (e.g., communication book, iPad, pictures) for Rafiq to convey his thoughts.

2. Active Non-Verbal Roles: The tutor suggests a specific, action-oriented role for Rafiq that contributes to the group without requiring speech (e.g., taking photos of peers, miming a character while others narrate).

3. Absence of Direct Verbal Demands: The tutor completely avoids asking questions or giving prompts that require Rafiq to speak aloud.","1. Experiential and Visual Anchoring: The tutor's long-term plan includes organizing shared physical experiences (e.g., field trips, sensory activities) and using visual media (e.g., reviewing photos together) to ground future projects."
619,188,Shy student with limited verbalization and low motivation,354,Group discussion for story planning,long_term,"Rafiq is participating in a classroom group discussion to add his own idea for a story involving plants, animals, and insects.","TUTOR: Rafiq, we are having a group discussion to plan our stories about plants, animals, and insects. Please add your own idea.

STUDENT: (Looks down and stays quiet.)

TUTOR: What do you think we should add to the story?

STUDENT: (Shows a lack of motivation to communicate and remains shyly silent.)

TUTOR: Can you tell the group your idea?

STUDENT: (Looks down and refuses to answer.)",980,Task Resistance,"1. Non-Verbal Communication Channels: The tutor explicitly offers a visual or physical tool (e.g., communication book, iPad, pictures) for Rafiq to convey his thoughts.

2. Active Non-Verbal Roles: The tutor suggests a specific, action-oriented role for Rafiq that contributes to the group without requiring speech (e.g., taking photos of peers, miming a character while others narrate).

3. Absence of Direct Verbal Demands: The tutor completely avoids asking questions or giving prompts that require Rafiq to speak aloud.","1. Experiential and Visual Anchoring: The tutor's long-term plan includes organizing shared physical experiences (e.g., field trips, sensory activities) and using visual media (e.g., reviewing photos together) to ground future projects."
620,188,Shy student with limited verbalization and low motivation,355,Drama and roleplay session,immediate,Rafiq is participating in a group drama session in the sensory room where he needs to act out a role and deliver dialogue for a recording.,"TUTOR: Rafiq, we are starting the drama session in the sensory room. Please stand with your costume and say your character's first line so we can record the dialogue.

STUDENT: (Looks down at the floor and stays quiet, showing a lack of motivation to communicate in the lesson.)

TUTOR: What do you think your character should say?

STUDENT: (Remains shy and does not provide any verbal output for the group activity.)

TUTOR: Try to say your lines for the recording now.

STUDENT: (Refuses to answer, demonstrating a complete inability to say his lines due to his limited or no verbal output abilities.)",0981|0982,Task Resistance,"1. Non-Verbal Communication Channels: The tutor explicitly offers a visual or physical tool (e.g., communication book, iPad, pictures) for Rafiq to convey his thoughts.

2. Active Non-Verbal Roles: The tutor suggests a specific, action-oriented role for Rafiq that contributes to the group without requiring speech (e.g., taking photos of peers, miming a character while others narrate).

3. Absence of Direct Verbal Demands: The tutor completely avoids asking questions or giving prompts that require Rafiq to speak aloud.","1. Experiential and Visual Anchoring: The tutor's long-term plan includes organizing shared physical experiences (e.g., field trips, sensory activities) and using visual media (e.g., reviewing photos together) to ground future projects."
621,189,Able speaker who monopolizes and struggles with turn-taking,356,Group discussions and collaborative story planning,immediate,The student is sitting at class tables with photos laid out to suggest dialogue and ideas about a story plot with peers.,"TUTOR: Let's look at the photos laid out on the tables and suggest some dialogue and ideas about the plot for our story.

STUDENT: I want to suggest the dialogue! Write my idea down and put it next to the pictures!

TUTOR: Let's listen to your classmate's suggestion for the story first.

STUDENT: No, I'm not listening to them! My plot idea is better!

TUTOR: What do you think about what your peer just said?

STUDENT: (Interrupting) That's a bad idea! I'm not waiting until you ask me to respond, I want to talk about my ideas now!",0983|0984|0985,Social-Interpersonal Difficulty,"1. Visual Anchoring of Contributions: The tutor's response must involve writing down ideas (John's or his peers') and physically or visually linking them to photos, props, or notes to structure the conversation.

2. Humor as a Listening Hook: The tutor must encourage peers to make funny suggestions or frame peer ideas in a humorous way to motivate John to listen.","1. Anchored Shared Experiences: The tutor's long-term plan must include creating shared, real-world experiences (e.g., trips, activities) and documenting them visually to serve as the foundation for future discussions."
622,189,Able speaker who monopolizes and struggles with turn-taking,356,Group discussions and collaborative story planning,long_term,The student is sitting at class tables with photos laid out to suggest dialogue and ideas about a story plot with peers.,"TUTOR: Let's look at the photos laid out on the tables and suggest some dialogue and ideas about the plot for our story.

STUDENT: I want to suggest the dialogue! Write my idea down and put it next to the pictures!

TUTOR: Let's listen to your classmate's suggestion for the story first.

STUDENT: No, I'm not listening to them! My plot idea is better!

TUTOR: What do you think about what your peer just said?

STUDENT: (Interrupting) That's a bad idea! I'm not waiting until you ask me to respond, I want to talk about my ideas now!",986,Social-Interpersonal Difficulty,"1. Visual Anchoring of Contributions: The tutor's response must involve writing down ideas (John's or his peers') and physically or visually linking them to photos, props, or notes to structure the conversation.

2. Humor as a Listening Hook: The tutor must encourage peers to make funny suggestions or frame peer ideas in a humorous way to motivate John to listen.","1. Anchored Shared Experiences: The tutor's long-term plan must include creating shared, real-world experiences (e.g., trips, activities) and documenting them visually to serve as the foundation for future discussions."
623,190,Visually impaired student with no speech,357,Story-making choices with visual impairment and limited communication,immediate,The student is using an iPad app and a communication book to make choices for a story in the classroom.,"TUTOR: Let's make a story using the iPad app. Look at the photos on the screen to choose our main character.

STUDENT: (Jane cannot see the screen because of her visual problems.)

TUTOR: I will give you some choices. Is the character a dog, a cat, or a bird?

STUDENT: (Jane uses her verbal communication book to indicate 'None of the above'.)

TUTOR: Okay, look closely at the iPad screen to see the other picture options.

STUDENT: (Jane is not able to use the photos or the iPad in the same way as the others due to her eyesight.)",0987|0988|0989,Academic Struggle,"1. Visual Task Adaptation: The tutor does not direct Jane to look at screens, photos, or small icons, and instead adapts the activity into an auditory, physical, acted-out, or high-contrast sensory format.

2. Verbal Choice Expansion: The tutor provides new, specific verbal options for Jane to choose from when her current communication options are exhausted or she indicates 'None of the above'.",
624,191,Withdrawn student with receptive language delay,358,Expressing emotions during personal story gathering,immediate,The student is using an iPad app in a one-to-one session to create a personal story about a recent achievement.,"TUTOR: Let's use the 'Our Story' app on the iPad to tell a personal story about an achievement. Please start by telling me what happened when you presented to your class.

STUDENT: (Manipulates the app independently to sequence and save content) I went to the front of the class. I read my work.

TUTOR: Okay, you went to the front and read your work. How did you feel when you did that?

STUDENT: (Appears withdrawn and self-contained) I stood there. The teacher listened. Then I sat down.

TUTOR: Try to tell me about your feelings. Were you happy or scared?

STUDENT: (Remains withdrawn, avoiding the question about feelings) I finished reading. Will you keep it? Will it be on the iPad forever?",0990|0991|0992,Emotional Distress,"1. Fact-First Foundation: The tutor's response must focus on gathering, sequencing, or confirming concrete facts and people involved in the story, explicitly avoiding direct demands for emotional expression at the outset.

2. Gradual Emotional Expansion: When transitioning to emotions, the tutor must use repetition or expansion of Sally's previously stated facts to explore feelings, rather than asking abrupt, direct questions about her emotional state.",
625,192,Emotionally disturbed first-grader with trauma-induced behavioral challenges,359,Basic alphabet task in general classroom,long_term,Jamal is asked to practice the basic alphabet while sitting in a classroom with 25 other students.,"TUTOR: Jamal, it is time to do the basic alphabet.

STUDENT: (Shows wobbly pouting lips) I don't want to do the letters.

TUTOR: We need to finish this assignment.

STUDENT: (Looks around at the other students, loudly seeking attention) No!

TUTOR: Please just try to write the first few letters.

STUDENT: (Crying) I can?™t do it!",0993|0994|0995,Emotional Distress,,"1. Relational Trust via Personal Narrative: The long-term plan must include structured opportunities for mutual sharing of personal stories, family photographs, or life experiences to build a human-to-human connection.

2. Explicit Tiered Behavior Tracking: The long-term plan must incorporate a clear, multi-level tracking system (such as a color-coded chart) to monitor and reinforce his behavioral choices.

3. Visual Arts Integration: The long-term plan must integrate visual arts activities (e.g., drawing, painting, pottery) into his regular academic or therapeutic routine.

4. Non-Exclusionary Engagement: The long-term plan must explicitly avoid exclusionary discipline (e.g., sending him out of the room) and instead focus on keeping him present and supported during behavioral episodes."
626,192,Emotionally disturbed first-grader with trauma-induced behavioral challenges,360,Writing numbers during independent work,long_term,Jamal is sitting at his desk in a class of 25 students and is asked to write his numbers on a piece of paper.,"TUTOR: Jamal, please sit at your desk and write your numbers.

STUDENT: (Loudly, seeking attention from the rest of the class) I don't want to write numbers!

TUTOR: You need to practice writing them. Go ahead and start on your paper.

STUDENT: (Tears his paper)

TUTOR: Let's get a new piece of paper and try again.

STUDENT: (Falls into a heap and cries) My daddy was killed! (Kicks at his desk)",0996|0997|0998,Emotional Distress,,"1. Relational Trust via Personal Narrative: The long-term plan must include structured opportunities for mutual sharing of personal stories, family photographs, or life experiences to build a human-to-human connection.

2. Explicit Tiered Behavior Tracking: The long-term plan must incorporate a clear, multi-level tracking system (such as a color-coded chart) to monitor and reinforce his behavioral choices.

3. Visual Arts Integration: The long-term plan must integrate visual arts activities (e.g., drawing, painting, pottery) into his regular academic or therapeutic routine.

4. Non-Exclusionary Engagement: The long-term plan must explicitly avoid exclusionary discipline (e.g., sending him out of the room) and instead focus on keeping him present and supported during behavioral episodes."
627,192,Emotionally disturbed first-grader with trauma-induced behavioral challenges,361,Photo elicitation and life-story sharing,long_term,The student and tutor are looking at family photographs during a lunch break to share stories about them.,"TUTOR: Let's look at these photographs of our families and share stories about them.

STUDENT: I look happy.

TUTOR: Can you tell me more about what is happening in the photograph?

STUDENT: It doesn?™t look like a snake!

TUTOR: What else can you share about this picture?

STUDENT: I just look happy. (Refuses to provide any further description or share a story about the photograph)",999,Emotional Distress,,"1. Relational Trust via Personal Narrative: The long-term plan must include structured opportunities for mutual sharing of personal stories, family photographs, or life experiences to build a human-to-human connection.

2. Explicit Tiered Behavior Tracking: The long-term plan must incorporate a clear, multi-level tracking system (such as a color-coded chart) to monitor and reinforce his behavioral choices.

3. Visual Arts Integration: The long-term plan must integrate visual arts activities (e.g., drawing, painting, pottery) into his regular academic or therapeutic routine.

4. Non-Exclusionary Engagement: The long-term plan must explicitly avoid exclusionary discipline (e.g., sending him out of the room) and instead focus on keeping him present and supported during behavioral episodes."
628,193,Sixth-grade students with diverse learning and emotional disorders,362,Standard reading task with disruptive and unfocused behaviors,immediate,The student is asked to read a story from the required curriculum book in their sixth-grade English class.,"TUTOR: Please open your book and start reading the story from our required curriculum.

STUDENT: I don't have any supplies for the first day of school. Besides, this is boring and I'm worried that I won't be able to focus on reading a book.

TUTOR: Here is a borrowed pencil. Please just try your best to read.

STUDENT: (Puts head on the desk) I can't do it.

TUTOR: Please sit up and keep trying to read the story.

STUDENT: (Falls out of their seat, then gets up to sharpen the borrowed pencil for the fourth time in 10 minutes, 'accidentally' hitting another student on the way)",1000|1001,Task Resistance,"1. Cinematic Framing: The tutor's response must frame the reading task visually or cinematically (e.g., asking the student to imagine the story as a movie, or visualizing the plot unfolding on screen).

2. Scene-by-Scene Chunking: The tutor's response must break the reading material down into smaller, manageable parts, explicitly framing them as 'scenes' or short script segments, rather than assigning a whole text or paragraph at once.

3. Active Scripting and Collaboration: The tutor's response must prompt the student to actively translate the text into a script, dialogue, or physical action, ideally collaborating with a peer or the tutor to do so.","1. Performance-Based Unit Structuring: The tutor's long-term plan must integrate reading and writing tasks into a culminating dramatic performance, play, or continuous script-writing project.

2. Visual Storyboarding Integration: The tutor's long-term plan must include ongoing visual translation of the text, such as having the student create detailed storyboards or illustrations for each scene."
629,193,Sixth-grade students with diverse learning and emotional disorders,362,Standard reading task with disruptive and unfocused behaviors,long_term,The student is asked to read a story from the required curriculum book in their sixth-grade English class.,"TUTOR: Please open your book and start reading the story from our required curriculum.

STUDENT: I don't have any supplies for the first day of school. Besides, this is boring and I'm worried that I won't be able to focus on reading a book.

TUTOR: Here is a borrowed pencil. Please just try your best to read.

STUDENT: (Puts head on the desk) I can't do it.

TUTOR: Please sit up and keep trying to read the story.

STUDENT: (Falls out of their seat, then gets up to sharpen the borrowed pencil for the fourth time in 10 minutes, 'accidentally' hitting another student on the way)",1002,Task Resistance,"1. Cinematic Framing: The tutor's response must frame the reading task visually or cinematically (e.g., asking the student to imagine the story as a movie, or visualizing the plot unfolding on screen).

2. Scene-by-Scene Chunking: The tutor's response must break the reading material down into smaller, manageable parts, explicitly framing them as 'scenes' or short script segments, rather than assigning a whole text or paragraph at once.

3. Active Scripting and Collaboration: The tutor's response must prompt the student to actively translate the text into a script, dialogue, or physical action, ideally collaborating with a peer or the tutor to do so.","1. Performance-Based Unit Structuring: The tutor's long-term plan must integrate reading and writing tasks into a culminating dramatic performance, play, or continuous script-writing project.

2. Visual Storyboarding Integration: The tutor's long-term plan must include ongoing visual translation of the text, such as having the student create detailed storyboards or illustrations for each scene."
630,193,Sixth-grade students with diverse learning and emotional disorders,363,Information processing and engagement during standard instruction,immediate,John is sitting at his desk during standard English language arts instruction and is expected to read the assigned text.,"TUTOR: Let's continue with our standard English language arts instruction. Please read the next paragraph.

STUDENT: (Remains usually quiet and looks confused.)

TUTOR: What do you think is happening in this part of the text?

STUDENT: (Puts his head on the desk, remaining typically withdrawn.)

TUTOR: John, please sit up and look at the page.

STUDENT: (Looks confused again and begins to 'float' away, requiring constant 'wake-up' signals from the teacher.)",1003|1004,Task Resistance,"1. Cinematic Framing: The tutor's response must frame the reading task visually or cinematically (e.g., asking the student to imagine the story as a movie, or visualizing the plot unfolding on screen).

2. Scene-by-Scene Chunking: The tutor's response must break the reading material down into smaller, manageable parts, explicitly framing them as 'scenes' or short script segments, rather than assigning a whole text or paragraph at once.

3. Active Scripting and Collaboration: The tutor's response must prompt the student to actively translate the text into a script, dialogue, or physical action, ideally collaborating with a peer or the tutor to do so.","1. Performance-Based Unit Structuring: The tutor's long-term plan must integrate reading and writing tasks into a culminating dramatic performance, play, or continuous script-writing project.

2. Visual Storyboarding Integration: The tutor's long-term plan must include ongoing visual translation of the text, such as having the student create detailed storyboards or illustrations for each scene."
631,193,Sixth-grade students with diverse learning and emotional disorders,363,Information processing and engagement during standard instruction,long_term,John is sitting at his desk during standard English language arts instruction and is expected to read the assigned text.,"TUTOR: Let's continue with our standard English language arts instruction. Please read the next paragraph.

STUDENT: (Remains usually quiet and looks confused.)

TUTOR: What do you think is happening in this part of the text?

STUDENT: (Puts his head on the desk, remaining typically withdrawn.)

TUTOR: John, please sit up and look at the page.

STUDENT: (Looks confused again and begins to 'float' away, requiring constant 'wake-up' signals from the teacher.)",1005,Task Resistance,"1. Cinematic Framing: The tutor's response must frame the reading task visually or cinematically (e.g., asking the student to imagine the story as a movie, or visualizing the plot unfolding on screen).

2. Scene-by-Scene Chunking: The tutor's response must break the reading material down into smaller, manageable parts, explicitly framing them as 'scenes' or short script segments, rather than assigning a whole text or paragraph at once.

3. Active Scripting and Collaboration: The tutor's response must prompt the student to actively translate the text into a script, dialogue, or physical action, ideally collaborating with a peer or the tutor to do so.","1. Performance-Based Unit Structuring: The tutor's long-term plan must integrate reading and writing tasks into a culminating dramatic performance, play, or continuous script-writing project.

2. Visual Storyboarding Integration: The tutor's long-term plan must include ongoing visual translation of the text, such as having the student create detailed storyboards or illustrations for each scene."
632,194,Probationary high school students with severe behavioral challenges and resistance to instruction,364,Traditional reading-based world history instruction,immediate,The student is asked to read from the history textbook about the Industrial Age and World War I in the classroom.,"TUTOR: Please open your history textbooks and read the chapter on the Industrial Age and World War I.

STUDENT: (Tears a page out of the textbook) Why are you teaching us bad kids?

TUTOR: Please leave the book intact and focus on the reading.

STUDENT: (Throws a paper ball across the room) I hate the subject of history. We don't pay attention while reading.

TUTOR: We need to finish this lesson. Keep trying to read.

STUDENT: (Squirts hand sanitizer on the chair and tries to set it on fire) I'm doing an unauthorized science experiment.",1006,Social-Interpersonal Difficulty,"1. Explicit Art-Integration Hook: The tutor's immediate response explicitly introduces an art, drawing, or visual creation element to the current task.

2. Pivot from Passive Reading: The tutor does not demand, encourage, or redirect the student to read from a textbook or standard text passage.","1. Visual-First Historical Research: The long-term plan incorporates visual research methods, such as tracing, finding high-interest images online, or analyzing pictures to uncover historical stories.

2. Hands-On Artifact Creation: The long-term plan includes opportunities for the student to physically create, draw, or build historical artifacts.

3. Protection of Creative Time: The long-term plan prioritizes sustained creative/artistic engagement over rushing through traditional curriculum standards or text-based pacing guides."
