title,authors,year,eric_id,eric_page,abstract,in_dataset
Story-Making on the iPad When Children Have Complex Needs: Two Case Studies.,"Kucirkova, Natalia; Messer, David; Critten, Val; Harwood, Jane",2014,EJ1042048,https://eric.ed.gov/?id=EJ1042048,"The two case studies reported in this clinical exchange describe the way in which iPads can foster children's motivation to engage in communication and literacy-related activities such as story-sharing and story-creation. A detailed description of a particular iPad app (Our Story) is provided, along with observations of the implementation of this app in two special schools. The benefits and limitations of this approach for children with complex language and communication difficulties are identified. Recommendations are provided for future support of children's literacy-related skills with iPads, with observations made about implementation issues related to the Our Story app.",O
Dramatic Impact of Action Research of Arts-Based Teaching on At-Risk Students.,"Li, Xin; Kenzy, Patty; Underwood, Lucy; Severson, Laura",2015,EJ1081430,https://eric.ed.gov/?id=EJ1081430,"This study was presented at the American Educational Research Association 2012 conference in Vancouver, Canada. The study explored how action research of arts-based teaching (ABT) impacted at-risk students in three urban public schools in southern California, USA. ABT was defined as using arts, music, drama, and dance in teaching other subjects. A cycle of planning, action, observation, and reflection of the action research took one year. Participants included an emotionally disturbed first-grade boy whose father was recently killed violently, 4 sixth-grade students with learning disorders, and a class of 19 students from a probationary high school. Photo-elicitation combined with narrative inquiry, drama in English language arts, and visual arts in high school world history were integrated. Various observational notes, interviews, surveys, and assessments were collected and analyzed. Data analysis showed dramatic impact of ABT on the at-risk students' behavior, motivation, and",O
Using Behaviour Contracts to Decrease Antisocial Behaviour in Four Boys with an Autistic Spectrum Disorder at Home and at School.,"Hawkins, Emma; Kingsdorf, Sheri; Charnock, Jackie; Szabo, Mariann; Middleton, Edi; Phillips, Jo; Gautreaux, Grant",2011,EJ951711,https://eric.ed.gov/?id=EJ951711,"This article describes how a behaviour contract has been implemented to achieve positive and enduring results for four boys with a diagnosis of an autistic spectrum disorder (ASD). Four case studies are described which address reductions in behaviours such as assaultive and destructive behaviour, out-of-seat behaviour, inappropriate contact with others and loud vocalisations, while also increasing the following of directions in the classroom and at playtimes. The common thread across all of the case studies is the use of the behaviour contract and the link that is built between home and school. The authors suggest that it is this contingent link that is the basis for the success in each of these studies. Based on their research, they believe that the behaviour contract can be considered an important and useful tool in helping address challenging behaviours in children with an ASD. Emma Hawkins is the Director of Education at The Jigsaw CABAS[R] School and oversees the implementation",O
"The ABCs of Teaching Alphabet Knowledge: Affordances and Challenges of ""Weaving"" Visible and Invisible Pedagogies.","Exley, Beryl; Richard-Bossez, Ariane",2013,EJ1028834,https://eric.ed.gov/?id=EJ1028834,"As researchers interested in the pursuit of high-quality/high-equity literacy learning outcomes, the authors focus on the learning experiences of five early years French students, with a special regard for those who are already considered as being at risk of educational failure. The authors narrow the empirical focus to a single lesson on a mechanical concept of print - that is, matching lower- and upper-case alphabet letters. In doing so, they examine a deeply philosophical question: Which pedagogical practices (dis)enable what sorts of early years students as literacy learners? They introduce the notion of ""weaving"" knowledge across dimensions of knowing to describe how the case study teacher ""weaves"" visible and invisible pedagogies over the four movements of a lesson. The findings reveal that different pedagogical framings have potentially different cognitive and social effects that constitute different kinds of literacy knowledge and oppressive subject",
Increasing the Writing Performance of Urban Seniors Placed At-Risk through Goal-Setting in a Culturally Responsive and Creativity-Centered Classroom.,"Estrada, Brittany; Warren, Susan",2014,EJ1044204,https://eric.ed.gov/?id=EJ1044204,"Efforts to support marginalized students require not only identifying systemic inequities, but providing a classroom infrastructure that supports the academic achievement of all students. This action research study examined the effects of implementing goal-setting strategies and emphasizing creativity in a culturally responsive classroom (CRC) on urban students placed at-risk of failure in a 12th grade writing classroom. Qualitative and quantitative data include pre-and post-surveys, student writing assignments, grades, pre-and post-focus groups, and teacher-researcher observations. Data indicate writing goals, creativity, and a CRC positively improved the independent writing performance of students and developed their confidence in and value for the writing process. This study will assist educators as they design learning environments and utilize strategies to teach writing to marginalized students.",O
Play and Joint Attention of Children with Autism in the Preschool Special Education Classroom.,"Wong, Connie; Kasari, Connie",2012,EJ980384,https://eric.ed.gov/?id=EJ980384,"The purpose of this study was to examine play and joint attention in children with autism (n = 27) as compared to children with other developmental delays (n = 28) in public preschool special education classrooms. The participants were observed in their classroom environment for 2 h over 3 separate days. Results show that children with autism spent more of their time unengaged and less time engaged in symbolic play and joint attention behaviors as compared to children with other developmental delays. Additionally, teachers seldom focused directly on symbolic play and joint attention in their teaching. These findings suggest the importance of educating teachers to target play and joint attention skills in their preschool special education classes, specifically for children with autism.",O
Keeping Our Difficult Kids in School: The Impact of the Use of the 'Boxall Profile' on the Transition and Integration of Behaviourally-Disordered Students in Primary Schools.,"Allison, Judy; Craig, Shirley",2014,EJ1240596,https://eric.ed.gov/?id=EJ1240596,"This paper discusses the Boxall Profile as an assessment and intervention framework designed to support disadvantaged children in mainstream schools. The Boxall Profile was developed in the 1970s in the United Kingdom by Marjorie Boxall to identify children who had come into school unprepared to meet the demands of classroom life and needed support in a nurture group. The nurture group provided the emotional/social support the children needed to prepare them for mainstream classes. The Boxall Profile shows how the processes of early child development play a central role in a child's ability to learn and succeed at school. It helps teachers in mainstream school to understand the emotional problems that lie behind difficult behaviour. A case study example demonstrates how the Boxall Profile provides evidence of deficit in social and emotional competence when attachment has been disrupted and a child has experienced trauma, neglect or abuse.",
Social Guarantee Programme: Principles for Classroom Procedure with Students Who Have Suffered Failure at School--The Spanish Educational System Case.,"Recio, R. Vazquez; Diaz, J. Ojeda",2010,EJ883216,https://eric.ed.gov/?id=EJ883216,"The article explores the Social Guarantee Programmes, one measure at attending to diversity within the Spanish educational system. It is an alternative measure that aims to break away from the organisational structure of Obligatory Secondary Education, seeking an organisational model and educational strategies that pursue satisfactory results through motivation, interest and the recovery of the student's self-esteem. The article presents the obtained results following ethnographic case study methodology. The research was performed in a secondary education school in a town in the province of Cadiz, Andalusia, Spain. The group chosen suffered significant learning difficulties and problems in adapting to schools. Our intention was to analyse and understand the relevant educational practices in the context of these programmes, since they were so innovative in nature.",O
Supporting Students with Severe Disabilities in Inclusive Schools: A Descriptive Account From Schools Implementing Inclusive Practices.,"Kurth, Jennifer A.; Lyon, Kristin J.; Shogren, Karrie A.",2015,EJ1080115,https://eric.ed.gov/?id=EJ1080115,"The purpose of the present study was to investigate practices that support the inclusion of students with severe disabilities in the learning and social activities of inclusive K-8 schools to inform inclusive school reform research and practice. Eighteen K-8 students with severe disabilities in six schools recognized for their implementation of inclusive practices were observed in a variety of school settings and activities. An appreciative inquiry lens was applied to these observations. The observation records were descriptively analyzed and organized around seven themes related to the practices used by the schools to support students with severe disabilities: (a) the teaching arrangement (who was providing instruction), (b) the type of engagement the student demonstrated during the activity, (c) the types of general classroom supports that were available during the observations, (d) the types of student supports that were provided to the student during the observation, (e) the type",O
Scaffolding the Mathematics Learning of Low-Attaining Students through Whole Class Discussions.,"Ferguson, Sarah",2013,ED572839,https://eric.ed.gov/?id=ED572839,"The case study reported here examined three scaffolding practices employed by two teachers in two Year 5 and 6 mathematics classrooms. One scaffolding practice was the use of discussion. This paper describes the use of whole class discussions as scaffolding, drawing upon observations of six mathematics lessons in each classroom and the responses of four low-attaining target students. Implications for teachers on the use of whole class discussions as scaffolding for low-attaining students in mathematics are also explored.",O
Entering the Conversation: Exploratory Talk in Middle School Science.,"Cervetti, Gina N.; DiPardo, Anne L.; Staley, Sara J.",2014,EJ1030642,https://eric.ed.gov/?id=EJ1030642,"Much has been written recently about the role of talk in content-area learning, including science learning. However, there is still much to be learned about how teachers begin to engage students in the kinds of peer-to-peer conversations that help them make sense of their investigations in science and that advance their conceptual understandings. This study was designed to follow teachers as they received professional development about involving students in sense-making science talk and then attempted to enact the lessons of the professional development in an urban middle school science classroom. We present an analysis of the challenges that surrounded two teachers' efforts to engage urban grade 6 and 7 students in sense-making talk around science concepts, as well as the conditions under which students began to engage in connected and evidence-rich talk.",
"""Trees and Things That Live in Trees"": Three Children with Special Needs Experience the Project Approach.","Griebling, Susan; Elgas, Peg; Konerman, Rachel",2015,EJ1072359,https://eric.ed.gov/?id=EJ1072359,"The authors report on research conducted during a project investigation undertaken with preschool children, ages 3-5. The report focuses on three children with special needs and the positive outcomes for each child as they engaged in the project Trees and Things That Live in Trees. Two of the children were diagnosed with developmental delays, and the third child expressed strong dislike of school and exhibited challenging behaviors. The authors document pivotal experiences for the children during their participation in the project and note transformations in four areas: initiated learning experiences, increased engagement, increased prosocial skills, and the use of graphic arts for inquiry and representation.",O
The Impact of Teaching Thinking Skills as Habits of Mind to Young Children with Challenging Behaviours.,"Burgess, Jill",2012,EJ956589,https://eric.ed.gov/?id=EJ956589,"The present article provides a literature review and describes a study examining the effect of teaching young children (7-12 years of age) with social and emotional difficulties to use intelligent behaviours habitually when faced with a problem. While embedding a ""habits of mind"" (HOM) approach into the whole-school programme has become popular in many Australian schools, as it is in the UK and USA, there is limited research on its impact on children who display challenging behaviours. Quantitative and qualitative data were collected from an Australian primary school through teacher and parent workshops, surveys and interviews with staff, students and parents. The results of this small preliminary study indicate an increase for each of the HOM investigated, with a general decline in problematic behaviours. The most prominent reported changes were increased persistence at a given task, followed by applying past knowledge to new situations, listening to others with",
Research for the Classroom: Making Connections with the Boys Who Struggle in Your Classroom.,"Martinez, Louis",2010,EJ906302,https://eric.ed.gov/?id=EJ906302,"The nation's focus on the literacy skills of students--especially boys--has produced many notions of reform. School districts reorganized and changed curricula to meet the needs of struggling readers and writers. In New York City, where this author was teaching, ""Balanced Literacy"" (a reading and writing workshop) had been implemented in elementary and middle schools, while the ""Ramp-Up"" program (an adapted reading workshop model) had been chosen to support struggling readers in the junior and senior schools. The author conducted a teacher-research in one of his ""Ramp-Up"" classrooms at Flushing High School in Queens, New York. His classroom research project focused on boys and reading. He collected completed reading surveys and questionnaires, made observations, and took notes. In addition, he kept a reflective journal to record class behavior and observations, initial conversations, assessments, thoughts, and reflections throughout the study. While the",
Rehabilitative Learning: Education during Pscyhiatric Hospitalization.,"Shaked, Haim",2014,EJ1034083,https://eric.ed.gov/?id=EJ1034083,"This article presents a case study of a school designed for youth hospitalized for mental disorders, aiming to reveal the educational approach of such a school, a topic on which nothing has been written so far. The study, which lasted a year, employed qualitative techniques: observations, document collection and interviews. The study has found that the school not only provides education to the hospitalized youth, but also functions as an active factor in expediting their recuperation. This significant educational approach is composed of five main principles: (1) Maintenance of a normative atmosphere, (2) Providing the students with a feeling of personal value, (3) Students' responsibility for recovery, (4) Staff's containment of students, and (5) Flexibility. This approach actually endows new meaning to learning, considering it a rehabilitative process.",O
"Learners with Behavioural, Emotional and Social Difficulties' Experiences of Reintegration into Mainstream Education.","Pillay, Jace; Dunbar-Krige, Helen; Mostert, Jacques",2013,EJ1021312,https://eric.ed.gov/?id=EJ1021312,"Behavioural, emotional and social difficulties (BESD) are a significant impediment to effective teaching and learning in England and Wales. Initiatives such as in-school Learning Support Units (LSUs) and off-site Pupil Referral Units (PRUs) aim to address BESD through short-term individualised learning programmes, followed by mandatory reintegration into mainstream education. This reintegration often fails due to post-reintegration regression contributed to poor-to-fit behaviour. The aim of the study was to analyse and describe the reintegration experiences of learners with BESD, followed by a resilience-based reintegration programme to aid policy makers and practitioners with the reintegration into mainstream education of learners with BESD. A qualitative research approach with a generic phenomenological enquiry within an interpretivist-constructivist paradigm was followed. A total of 13 learners with BESD from the London Borough of Waltham Forest and between the ages of 11 to 14",
Relational Underpinnings and Professionality--A Case Study of a Teacher's Practices Involving Students with Experiences of School Failure.,"Frelin, Anneli",2015,EJ1082620,https://eric.ed.gov/?id=EJ1082620,"Relational features of the educational environment, such as positive teacher-student relationships, are important for students' academic success. This case study explores the relational practices of a teacher who negotiates educational relationships with students who have a history of school failure. ""Gunilla"", a secondary school teacher working in the Swedish ""Introduction Programme"" (for students who have not been accepted in national upper secondary school programmes) and identified as a successful instructor for students who have failed at school, was selected for the study. The data consists of two semi-structured interviews eliciting the informant's stories of practice and the researcher's contextual observation. Results show how relational practices create an emotionally safe school climate. In the initial phase of the teacher-student relationship the main purpose of the activities is to establish trust and repair the students' self-image so that they can",O
"The Development of Intrapersonal Intelligence in Pupils Experiencing Social, Emotional and Behavioural Difficulties.","Mowat, Joan Gaynor",2011,EJ947361,https://eric.ed.gov/?id=EJ947361,"This article draws from an evaluative case study of a group work approach--Support Groups--designed by the author to support pupils perceived as having Social and Emotional Behavioural Difficulties within a Secondary school situated in an area of multiple deprivation in Scotland. The study, which is principally qualitative, draws from the accounts of 69 pupils who participated within the intervention during its first four years of inception and from a range of stakeholder accounts--parents, Support Group Leaders, class teachers and senior managers. The intervention focused upon collaborative, discussion-based activities designed to foster reflection, understanding and thinking skills. The study utilises data drawn from attendance, attainment and discipline statistics, comparing the Support Group population to wider comparator groups, in addition to questionnaires (open and closed), scheduled interviews and focus group discussion. This article focuses specifically upon the extent to",O
The Use of Trial-Based Functional Analysis in Public School Classrooms for Two Students with Developmental Disabilities.,"Rispoli, Mandy J.; Davis, Heather S.; Goodwyn, Fara D.; Camargo, Siglia",2013,EJ1010887,https://eric.ed.gov/?id=EJ1010887,"Analogue functional analyses are a well-researched means of determining behavioral function in research and clinical contexts. However, conducting analogue functional analyses in school settings can be problematic and may lead to inconclusive results. The purpose of this study was to compare the results of a trial-based functional analysis with analogue functional analysis conducted within public school classrooms. Two individuals with developmental disabilities participated. Trial-based functional analyses produced clear behavioral functions for both participants, whereas analogue functional analysis results were inconclusive. Implications for practice and future research are presented. (Contains 2 figures.)",O
"A Qualitative Study of Juvenile Offenders, Student Engagement, and Interpersonal Relationships: Implications for Research Directions and Preventionist Approaches.","Sander, Janay B.; Sharkey, Jill D.; Olivarri, Roger; Tanigawa, Diane A.; Mauseth, Tory",2010,EJ908579,https://eric.ed.gov/?id=EJ908579,"Background factors that correlate with juvenile delinquency are consistent across the interdisciplinary literature base. Yet, information about the process of how risks relate to outcomes, especially within school settings, is limited. Researchers used qualitative methods to examine school and interpersonal experiences from the perspective of juvenile offenders and their families. Sixteen families were recruited from juvenile probation facilities in 2 different geographic regions. Consensual Qualitative Research methods yielded consistent themes, including the central role of advocacy to obtain appropriate school services, the importance of flexibility in discipline policies, classroom experiences that shaped outcomes, and the importance of nonjudgmental social support for the adolescents and their parents. The findings and recommendations for school consultants are presented from a preventionist standpoint, and self-determination theory is discussed in relation to future juvenile",
Multiage Grouping and Student Collaboration.,"Cowan, Matthew",2014,ED545478,https://eric.ed.gov/?id=ED545478,"The aim of this action research project was to investigate students' social preferences and pro-social interactions in a multiage, high school classroom in order to better understand how to group students to maximize learning and collaboration. According to many educational experts and previous inquiries, mixed-age learning groups introduce numerous social, emotional, and academic benefits into the classroom setting but this research has been predominantly conducted at the primary school level. In response, the specific focus of this research project was to examine how and if mixed-age grouping in a high school classroom affects student preference for peer collaboration over independent work when given a choice, and their collaborative relationship with their peers. This research was carried out within a mixed-age social studies classroom during the spring of 2014. Data was collected qualitatively through student interviews and in-class observations. Additionally, quantitative",
Curriculum Integration and At-Risk Students: A Canadian Case Study Examining Student Learning and Motivation.,"MacMath, Sheryl; Roberts, Jillian; Wallace, John; Chi, Xiaohong",2010,EJ891108,https://eric.ed.gov/?id=EJ891108,"The combining of subject areas or disciplines, referred to in this article as curriculum integration, has been recognised as being linked to high levels of student motivation and learning. Sheryl MacMath of the University of Toronto, Jillian Roberts of the University of Victoria, and John Wallace and Xiaohong Chi of the University of Toronto discuss the findings of their case study (n = 23 students) based in a Canadian secondary school where an integrated unit on energy was taught to pupils identified as being ""at risk"" of not completing high school. Teacher and student interviews, classroom observations and surveys were used in the case study to investigate student motivation and learning. Results from the study illustrate that students experienced higher levels of motivation and academic success compared to work on previous units. The authors explore how higher levels of student self-efficacy were also recorded due to the repetition of content in different classrooms and",O
Developing an Understanding of Quadratics through the Use of Concrete Manipulatives: A Case Study Analysis of the Metacognitive Development of a High School Student with Learning Disabilities.,"Strickland, Tricia K.",2014,EJ1127897,https://eric.ed.gov/?id=EJ1127897,"This case study analyzed the impact of a concrete manipulative program on the understanding of quadratic expressions for a high school student with a learning disability. The manipulatives were utilized as part of the Concrete-Representational-Abstract Integration (CRA-I) intervention in which participants engaged in tasks requiring them to multiply linear expressions and factor quadratic expressions embedded within contextualized area problems. The case study focused on a representative participant, Marcia, who demonstrated significant gains from preto post-intervention assessments. The qualitative analysis provided descriptive data which offered insight into the reasons for these gains. Results indicated that the manipulatives supported metacognition through strategic planning and self-regulation.",O
Going to School with Narcolepsy--Perceptions of Families and Teachers of Children with Narcolepsy.,"Karjalainen, Satu; Nyrhilä, Anna-Maria; Määttä, Kaarina; Uusiautti, Satu",2014,EJ1030588,https://eric.ed.gov/?id=EJ1030588,"In 2009 and 2010, a large group of Finnish children and adolescents got narcolepsy after the vaccination campaign to prevent swine flu pandemic. A sample of children and adolescents who had gotten narcolepsy after 2009 participated in this study. The purpose of this research was to analyse how narcolepsy that developed from the swine flu vaccination had influenced the school going, school work, and its fluency of six elementary school pupils, and how useful the support provided was perceived. Furthermore, it was studied what kind of a learning environment school provides to children with narcolepsy. The realisation of the operative curriculum was also discussed through the point of view of tripartite support and segregation of learning. According to the results, especially the beginning of the illness, symptoms had been severe among the participants, which had challenged all their activities and environments. All of them had had difficulties at school because of narcolepsy. The",
Clearly Communicating the Learning Objective Matters!.,"Reed, Deborah K.",2012,EJ984922,https://eric.ed.gov/?id=EJ984922,"Explicitly communicating objectives is a tenet of effective instruction for students with learning difficulties, yet the practice is often overlooked in research. This case study of a novice middle school geography teacher illustrates how the qualitative and quantitative differences in the ways a teacher communicates the learner expectation can influence both student learning and behavior. Contrary to concerns that objective-led lessons result in student passivity and superficial learning, lessons that maintained a focus on a well-crafted objective actually increased student engagement and fostered opportunities for deeper thinking. Examples of the three steps in clearly communicating objectives are provided in connection with teacher-student dialogue, highlighting what happens when the steps are and are not present in the instruction. (Contains 3 figures.)",O
Healing the Hurt Child: Sean's Story.,"Conley, Katy",2013,EJ1030686,https://eric.ed.gov/?id=EJ1030686,The Positive Behavior Support Team at Madison Metropolitan School District (Wisconsin) provides consultation and wrap-around services for students who exhibit significant physical or sexual aggression. Several members of the team received training in the Three Pillars of TraumaWise Care curriculum from Reclaiming Youth International. This article describes how these principles were implemented in work with a young student who displayed multiple behavioral and academic difficulties related to repeated traumatic experiences.,
"""Bullying in Ages 4-7; Teachers & School Environment's Intervention in the Greek Context"".","Theodotou, Evgenia; Karachaliou, Angela",2012,ED561179,https://eric.ed.gov/?id=ED561179,"This piece of research is a case study that investigates the intervention of teachers and the school's environment as far as bullying is concerned. The children that were observed attend a multicultural school in Athens. A review of the current literature in Greece and in the United Kingdom formed the basis for the offered description and analysis of the phenomenon. This paper examines the essential definitions of bullying, victim and bully. Moreover, in this research a range of forms of bullying, reasons for and potential intervention strategies are presented. Triangulation method was applied. Being more specific, a systematic observation of sixty three children from four to seven years old; an interview that contained twelve open-ended questions, divided in three categories, namely knowledge, intervention and teaching methods; and finally reasons that may justify any form of bullying. Six teachers who work in the same school that children attend were interviewed, in order to",
Understanding Academic Performance in Organic Chemistry.,"Szu, Evan; Nandagopal, Kiruthiga; Shavelson, Richard J.; Lopez, Enrique J.; Penn, John H.; Scharberg, Maureen; Hill, Geannine W.",2011,EJ943622,https://eric.ed.gov/?id=EJ943622,"Successful completion of organic chemistry is a prerequisite for many graduate and professional programs in science, technology, engineering, and mathematics, yet the failure rate for this sequence of courses is notoriously high. To date, few studies have examined why some students succeed while others have difficulty in organic chemistry. This study examines factors related to student performance in organic chemistry courses. Results indicate that high-achieving students, as measured by course grades, score higher on measures of conceptual performance and problem-solving while seeking assistance and engaging in practice problems earlier in the semester than low-achieving students. Case studies illustrate how students engaging in such behaviors can overcome poor prior grades while those not engaging in such behaviors can perform poorly despite strong prior grades. Overall, study behaviors and conceptual understanding outweigh prior academic standing in predicting final course grades.",
Home/Hospital Instruction: Instructional Approach to Working with Students with Major Depressive Disorder.,"Newman, Cara",2012,ED531809,https://eric.ed.gov/?id=ED531809,"School districts throughout the United States provide in-home schooling for students whose health problems, both physical and mental, prevent them from attending regular classes. This service is an outgrowth of the federal legislation which addressed the provision of education to all children with special needs. Home/Hospital teachers who serve the population of students with major depressive disorder find that takes it away a student's ability to learn. How can a student population that has restricted learning abilities be best served in a home-hospital instructional environment? The research literature is limited in dealing with the pedagogical needs of this population. It is through personal experience and discussions with experienced colleagues that effective instructional technique is passed along to those who are beginning to work with this population. This study follows narrative research design and is qualitative in nature. Information on working with these students was",
"Teaching of Speech, Language and Communication Skills for Young Children with Severe Autism Spectrum Disorders: What Do Educators Need to Know?.","Low, Hui Min; Lee, Lay Wah",2011,EJ955538,https://eric.ed.gov/?id=EJ955538,"Background: Globally, there is an increased prevalence of preschool and school-age children diagnosed with Autism Spectrum Disorders. Current reports show that about one in every 110 children fall within this category of disorders. Consequently, the successful inclusion of these children in both regular and special education classes is becoming a critical issue to address. Aims and methods: In this paper, attention is placed on the children' speech, language and communication skills which are the primary deficits associated with this category of disorders. Approaching it from the perspective of speech and language therapy, this paper will offer insights and suggestions to educators in regular schools and special education programs on how to teach speech, language and communication skills to young children with severe Autism Spectrum Disorders. A case study is illustrated to provide the objective exemplar of how a child with severe ASD could learn and improve once being given the",O
Implementing Applied Behavior Analysis for Effective Orientation and Mobility Instruction of Students with Multiple Disabilities.,"O'Mea, Melanie L.",2013,EJ1008203,https://eric.ed.gov/?id=EJ1008203,"Working with children who have multiple disabilities that include visual impairments can be especially challenging. Many disabling conditions manifest into behavioral difficulties that may take away from learning. Acting out may be a student's way of expressing a lack of healthy coping mechanisms in relation to his or her environment. Implementing techniques used during applied behavior analysis may be useful when conducting orientation and mobility (O&M) lessons with children with behavioral disorders. Applied behavior analysis can be used effectively with those who have been diagnosed with vision loss in conjunction with other disabilities, not only those with autism. Specific examples of students who have demonstrated changed behavior due to the implementation of applied behavior analysis during O&M instruction are provided. (Contains 2 figures.)",O
Toward Authentic Student-Centered Practices: Voices of Alternative School Students.,"Phillips, Rachel Sophia",2013,EJ1019045,https://eric.ed.gov/?id=EJ1019045,"This investigation uncovered the conditions of learning, both positive and negative, that students in an alternative school experienced both in and out of the classroom setting. Eleven students at an alternative high school in a large suburban school district in the Pacific Northwest were interviewed using methods of narrative inquiry and iterative data collection, grounded in social cognitive theory and student voice literature. Four chief findings are discussed: (a) Learning experiences are improved when explicitly connected to the real world; (b) Positive emotions and relationships support successful learning, whereas negative ones hinder learning; (c) A certain level of student autonomy during learning seems to be tied to achieving goals; and (d) Social learning is consequential for students. The social as defined in this study is composed of two things: (a) how social influences from outside of school can have an effect on how students approach schooling and (b) the implications",O
Fostering Academic and Social Growth in a Primary Literacy Workshop Classroom:,"Worthy, Jo; Consalvo, Annamary L.; Bogard, Treavor; Russell, Katie W.",2012,EJ969641,https://eric.ed.gov/?id=EJ969641,"In most classrooms, there are students who have academic, behavioral, and/or interpersonal challenges that can disrupt the classroom community. In some cases, these challenges can build momentum, leading to a negative reputation or",O
Investigating Children's Emotion Regulation in Socio-Emotionally Challenging Classroom Situations.,"Kurki, Kristiina; Järvelä, Sanna; Mykkänen, Arttu; Määttä, Elina",2015,EJ1061745,https://eric.ed.gov/?id=EJ1061745,"Decades of research have associated effective emotion and behaviour regulation with learning and social competence among young children. However, further studies on children's use of emotion regulation in their everyday lives are required. This study focuses on investigating six- to nine-year-old children's (N?=?24) use of emotion regulation strategies in various socio-emotionally challenging classroom situations. Data consist of video recordings of different classroom situations, which were analysed using interaction analysis and theory-oriented content analysis in connection with the Multisource Assessment of Social Competence Scale questionnaire results on social competence. The results of this study indicate the differences in children's abilities to use emotion regulation strategies appropriately in socio-emotionally challenging classroom situations. Qualitative features of children's strategies in different situations also vary. These findings, along with those of previous",
Science in Action: How Middle School Students Are Changing Their World through STEM Service-Learning Projects.,"Newman, Jane L.; Dantzler, John; Coleman, April N.",2015,EJ1049786,https://eric.ed.gov/?id=EJ1049786,"The purpose of Science in Action (SIA) was to examine the relationship between implementing quality science, technology, engineering, and math (STEM) service-learning (SL) projects and the effect on students' academic engagement in middle school science, civic responsibility, and resilience to at-risk behaviors. The innovative project funded by the Corporation for National and Community Service (CNCS) included 6,000+ middle school at-risk students (eligible for at least 50% free or reduced-cost lunch), 126 science teachers who integrated STEM problem-based SL pedagogy into science instruction to teach students to solve real problems in schools and communities. The project involved 20 schools and communities with assistance from 120 community partners. Participants completed pre- and post-SL surveys on academic engagement, civic responsibility, and resilience; qualitative data were collected from journals, interviews, focus groups, observations, and field notes. Results highlight",O
A Successful Form of Trade-Off in Compensatory Policy Classrooms.,"Vors, Olivier; Gal-Petitfaux, Nathalie; Potdevin, François",2015,EJ1069712,https://eric.ed.gov/?id=EJ1069712,"Since 2010, French middle schools with a high enrolment of difficult students have benefited from a compensatory policy called ""Écoles Collèges et Lycées pour l'Ambition, l'Innovation et la Réussite"" (ECLAIR) (Primary and Secondary Schools for Ambition, Innovation and Success). These difficult students frequently misbehave, disengage from academic tasks and provoke conflict in the classroom. However, some physical education (PE) teachers are able to develop successful teaching strategies. This case study has analysed precisely the activity of the teacher in relation to the activity of the students in these difficult classes. It examined the successful forms of interaction between teachers and students in PE classes and sought to determine the meaning of these interactions in structuring a ""difficult"" classroom culture. The study was conducted within a situated cognitive anthropology framework in middle schools enrolled in the ECLAIR programme. Eight successful PE",O
An Exploratory Study of the Effects of Mindfulness on Perceived Levels of Stress among School-Children from Lower Socioeconomic Backgrounds.,"Costello, Elizabeth; Lawler, Margaret",2014,EJ1085614,https://eric.ed.gov/?id=EJ1085614,"Children from lower socioeconomic backgrounds are at increased risk of experiencing stress and associated social-emotional difficulties and behavioural problems, which can undermine academic performance and lead to school drop-out. Previous studies investigating the effects of mindfulness have evidenced positive outcomes among children pertaining to enhanced well-being, school-based competence and decreased levels of stress and anxiety. However, these studies have typically examined teacher's perceptions of change or quantitative outcomes without consideration of children's experiences. The present study employs an interpretative qualitative approach to gain a greater understanding of children's experiences of mindfulness in dealing with stress. A 5-week school-based mindfulness program was performed with 63 primary school children at risk of social exclusion in education. Interviews were undertaken with 16 children and 2 teachers. Thematic analysis identified five key themes",O
Preparing Preservice Teachers to Address Bullying through Cartoon Lessons.,"Rule, Audrey C.; Logan, Stephanie R.; Kohler, Frank W.",2013,EJ1135677,https://eric.ed.gov/?id=EJ1135677,"Students who qualify for special education services are at risk for being bullied because of their cognitive, emotional, behavioral, or physical differences. Currently, teachers are not effective enough in reducing bullying; better preservice teacher preparation in this area may help to alleviate the problem. The current study explored the effects of preservice teachers using cartoons to spark discussion of bullying issues during practicum experiences with elementary students at urban schools. Twenty-one preservice special education teachers participated in the mostly qualitative study that presented an analysis of their reflections after teaching three cartoon-focused lessons on bullying to students in small groups, each containing at least one student with special needs. Reflections revealed the success of the cartoon lessons with positive effect on classroom climate. Preservice special education teachers became aware of the motivating effects of cartoons, the pervasiveness of",O
"Control, Membership and Consequences: Analysis of Discursive Practices to Respond to Behaviors of Kindergartners with Disabilities.","Orsati, Fernanda Tebexreni",2015,EJ1088471,https://eric.ed.gov/?id=EJ1088471,"In this two-year ethnographic case study, I critically examine educators' relationships with students considered to present challenging behaviours in one classroom located in a predominantly White, middle-class school district. Focusing on the language and practices used by one special education teacher and three teaching assistants, I explore how educators respond to students' behaviours by analysing educators' utterances and the implication of such use in their classroom practices. Using critical discourse analysis, I was able to highlight how educators' language in the classroom reflects discourses of control and conditional membership. As a consequence of such discourses, the discursive practices employed exerted power and represented educators' understanding of students' behaviours as deficient and needing consequences. This study also shows that there are possibilities for educators to share power and compromise with students.",
